Location,Area_sqft,Road_Width_ft,Near_Highway,Distance_from_citycenter_km,Price_per_sqft
Trichy,872.18,37.5,Yes,2.75,3126.75
Salem,1220.36,24.9,No,0.52,2870.74
Coimbatore,1814.02,18.1,No,0.93,4381.09
Chennai,1400.3,32.1,Yes,4.14,4985.05
Coimbatore,1744.22,27.9,Yes,4.23,4157.73
Salem,1554.15,32.4,No,0.78,2868.81
Madurai,1355.26,20.8,Yes,4.01,2944.14
Vellore,1497.14,23.2,No,3.36,2022.34
Chennai,1691.23,34.7,No,3.36,4740.77
Chennai,933.77,34.0,No,3.08,4531.6
Trichy,1424.05,28.3,No,1.31,3192.08
Chennai,1963.47,31.9,No,5.7,4355.61
Vellore,843.82,31.5,Yes,4.43,2272.06
Coimbatore,1862.49,28.2,No,3.99,4003.29
Salem,1444.4,19.1,No,1.66,2594.45
Vellore,921.19,17.6,No,4.09,2290.56
Vellore,1184.07,31.9,No,2.72,2210.64
Coimbatore,1257.95,24.9,Yes,3.46,4217.29
Vellore,1402.16,34.6,No,1.75,2295.89
Madurai,1467.42,20.3,Yes,2.7,3041.6
Vellore,1871.72,38.3,No,4.15,2183.83
Chennai,1877.28,19.1,Yes,4.63,4848.72
Chennai,1098.16,28.0,No,5.5,4608.2
Trichy,1553.65,25.0,No,4.25,2782.16
Coimbatore,1454.23,23.2,Yes,4.2,4306.66
Salem,1114.38,27.5,Yes,4.92,2353.39
Coimbatore,1421.13,40.0,No,4.15,4206.2
Vellore,1468.62,21.3,Yes,3.34,2260.28
Madurai,1085.33,25.9,Yes,5.03,2842.65
Vellore,839.65,20.3,No,4.05,1942.07
Chennai,1793.54,30.9,No,1.52,5001.59
Madurai,1439.07,38.8,No,5.96,2532.87
Trichy,810.75,12.2,Yes,1.08,3205.11
Trichy,1108.75,33.0,Yes,0.88,3375.64
Trichy,1930.62,39.9,Yes,4.94,2757.23
Chennai,1817.22,13.1,No,1.87,4651.31
Trichy,1431.32,39.1,Yes,4.82,2774.97
Trichy,902.54,39.6,No,2.51,3107.61
Trichy,1457.91,18.3,No,1.51,2965.33
Chennai,1120.62,14.1,No,2.42,4866.86
Salem,1457.62,18.2,No,2.41,2476.88
Trichy,1016.31,23.0,Yes,1.65,3103.66
Trichy,1729.97,29.8,No,2.99,2980.77
Vellore,1137.08,27.6,No,5.53,1759.12
Vellore,1599.6,16.1,No,1.79,2177.03
Coimbatore,1310.79,31.7,Yes,4.62,4178.88
Chennai,1470.86,21.6,No,2.18,4582.04
Coimbatore,1699.63,21.8,No,1.33,4539.6
Coimbatore,1757.79,12.0,No,3.72,4022.63
Trichy,1480.65,34.2,Yes,5.97,2704.01
Trichy,820.19,28.6,Yes,4.24,3009.7
Vellore,1335.51,20.1,Yes,2.41,2318.81
Coimbatore,1788.62,26.9,Yes,4.39,4398.13
Chennai,1770.37,27.3,No,3.35,4675.7
Chennai,1833.81,36.9,Yes,3.34,4967.25
Chennai,981.53,15.9,No,3.65,4574.54
Trichy,1228.92,29.8,Yes,2.66,2997.75
Coimbatore,1209.56,13.8,No,2.76,4153.6
Madurai,1711.0,24.4,Yes,3.54,2896.9
Vellore,1649.01,24.3,No,2.68,2100.15
Madurai,1527.1,37.4,Yes,1.41,3061.59
Madurai,1097.1,19.4,Yes,3.68,3007.47
Trichy,1791.4,18.6,No,3.65,2844.53
Chennai,1461.51,31.3,Yes,0.56,4962.75
Trichy,1949.4,33.9,No,4.78,2860.87
Chennai,1056.67,18.3,Yes,3.98,4617.3
Vellore,925.39,30.3,Yes,0.67,2679.63
Salem,1846.45,17.3,Yes,4.85,2639.87
Madurai,918.61,20.2,No,4.43,2478.21
Trichy,1207.89,39.1,No,1.85,3184.93
Salem,1257.12,33.7,No,4.08,2421.29
Chennai,982.59,29.7,Yes,4.18,4947.11
Coimbatore,937.16,30.1,Yes,3.34,4195.29
Trichy,1340.26,15.0,No,1.62,2942.19
Salem,1391.38,24.4,No,5.4,2155.88
Trichy,1206.36,36.2,Yes,5.75,2986.35
Salem,1960.67,30.7,Yes,1.07,2991.43
Madurai,1965.87,12.4,Yes,0.65,3117.56
Coimbatore,1190.0,36.4,Yes,5.94,3980.36
Salem,1164.46,39.1,No,1.55,2835.75
Madurai,938.22,12.2,No,3.72,2499.88
Trichy,1492.15,18.6,Yes,2.45,3291.46
Trichy,1173.86,25.4,No,4.81,2799.68
Chennai,1993.87,28.3,Yes,4.53,4774.03
Vellore,1081.15,34.2,No,3.33,2128.33
Chennai,1177.04,13.9,No,4.7,4331.93
Chennai,1165.9,19.3,Yes,2.05,4953.31
Madurai,1080.32,36.1,Yes,2.03,2990.13
Chennai,1507.29,31.8,Yes,2.38,4805.89
Madurai,1813.59,38.1,Yes,4.94,2508.96
Madurai,1109.7,17.8,Yes,0.51,3331.68
Vellore,950.62,35.5,Yes,2.9,2265.74
Salem,1563.17,36.2,Yes,0.71,3072.31
Coimbatore,1835.51,18.7,No,2.73,4045.63
Chennai,989.3,13.7,No,0.59,4915.37
Coimbatore,1117.54,35.7,Yes,0.82,4655.08
Coimbatore,1633.63,24.6,No,2.12,4374.47
Trichy,879.84,19.6,No,1.87,3163.64
Coimbatore,930.07,15.5,No,4.84,3879.36
Chennai,1072.29,38.4,Yes,4.25,4633.45
Madurai,1422.46,15.0,No,5.26,2607.74
Chennai,1071.46,19.4,No,2.47,4916.39
Trichy,1294.41,18.1,No,3.68,2909.19
Vellore,1143.23,37.8,Yes,2.27,2339.06
Vellore,1472.58,20.4,Yes,2.65,2561.61
Vellore,1017.78,19.3,Yes,3.03,2264.51
Coimbatore,949.27,19.7,No,1.83,4302.82
Vellore,1517.03,25.7,Yes,1.07,2439.13
Salem,1590.12,16.5,Yes,2.24,2588.57
Trichy,1614.79,13.7,No,5.45,2839.99
Salem,887.61,16.6,Yes,0.52,3074.57
Coimbatore,1978.47,22.2,Yes,4.5,4254.03
Coimbatore,898.29,13.0,Yes,4.27,4443.19
Vellore,1560.17,38.5,No,2.37,2374.17
Chennai,1901.02,12.1,No,3.17,4647.85
Vellore,1637.01,31.8,Yes,2.49,2648.97
Madurai,1431.23,30.2,No,3.37,2623.44
Trichy,895.34,27.4,Yes,5.63,2820.15
Chennai,1834.5,17.2,No,5.65,4317.62
Salem,1606.36,24.3,No,2.28,2723.01
Vellore,1985.72,28.8,No,5.57,1942.88
Trichy,1345.1,21.1,No,2.82,2765.0
Chennai,1910.51,39.6,No,4.7,4420.93
Coimbatore,1346.94,25.5,Yes,4.32,4282.93
Vellore,1224.54,38.9,Yes,2.28,2446.27
Coimbatore,1181.1,19.8,Yes,3.69,4248.99
Madurai,1424.37,34.7,No,1.69,2870.3
Trichy,933.77,24.3,No,2.08,3158.67
Coimbatore,1853.24,14.6,Yes,4.58,4398.64
Trichy,838.58,21.8,Yes,4.05,3058.65
Coimbatore,1911.45,26.6,Yes,2.76,4533.95
Coimbatore,1959.26,38.9,No,4.41,4074.07
Chennai,1070.45,31.7,Yes,4.84,4883.37
Madurai,867.91,22.7,No,2.77,2690.05
Madurai,1861.24,37.5,Yes,1.2,3009.22
Trichy,1621.27,37.1,Yes,1.64,3163.33
Coimbatore,1755.4,37.9,No,5.54,3792.13
Vellore,1275.03,38.9,No,5.79,1889.33
Madurai,1271.24,17.2,No,4.42,2683.28
Chennai,1595.93,32.1,No,2.06,4619.52
Vellore,1008.28,28.2,Yes,4.99,2338.16
Coimbatore,1252.83,27.9,No,5.86,3784.71
Chennai,1149.18,36.7,Yes,4.54,4888.21
Madurai,912.61,31.2,Yes,4.6,2808.97
Vellore,1415.39,36.6,Yes,2.27,2651.13
Chennai,1679.53,37.3,Yes,5.48,4525.43
Vellore,890.1,25.7,No,3.29,2047.19
Salem,1461.99,30.6,No,2.15,2415.51
Madurai,1283.66,22.3,No,5.41,2432.96
Coimbatore,1938.24,22.2,Yes,1.39,4386.66
Trichy,1596.82,18.0,Yes,5.07,2898.95
Vellore,1742.86,33.8,Yes,5.77,2144.34
Vellore,896.19,31.2,Yes,4.48,2325.55
Madurai,1313.1,22.4,Yes,3.21,2862.83
Chennai,1941.49,31.6,Yes,4.75,4770.48
Salem,1639.62,33.7,No,0.72,2553.22
Salem,1620.61,37.1,No,2.44,2546.23
Coimbatore,1054.27,18.4,Yes,3.3,4326.63
Trichy,1387.36,28.8,No,3.17,2720.88
Madurai,940.28,15.9,Yes,2.07,3067.29
Chennai,1878.4,25.2,Yes,4.7,4636.74
Coimbatore,1504.18,22.2,No,1.03,4386.34
Coimbatore,1569.35,14.2,Yes,4.59,4161.55
Salem,1454.54,33.3,No,4.2,2466.95
Chennai,1392.24,31.2,No,5.32,4496.48
Trichy,1949.58,28.1,No,2.96,3100.64
Madurai,1258.19,25.5,Yes,4.77,2718.95
Madurai,1285.76,17.7,No,4.94,2519.56
Coimbatore,1063.33,19.3,No,0.96,4480.95
Coimbatore,1968.74,38.7,Yes,4.22,4315.44
Coimbatore,1696.18,29.8,Yes,0.92,4442.65
Salem,901.54,16.7,No,5.16,2153.9
Coimbatore,889.75,26.7,No,2.44,4183.81
Vellore,1740.84,29.9,Yes,4.61,2216.28
Madurai,1509.87,37.5,Yes,1.68,2959.6
Chennai,1741.83,20.4,Yes,1.17,4915.6
Vellore,996.34,21.1,Yes,3.54,2432.62
Vellore,1770.15,20.3,No,1.86,2440.47
Trichy,1407.18,30.1,Yes,0.52,3536.09
Trichy,1710.73,30.0,Yes,5.64,2637.13
Chennai,1707.95,20.2,No,1.43,4658.59
Chennai,1985.03,29.0,Yes,1.0,5296.18
Trichy,1231.05,14.9,Yes,0.68,3403.77
Madurai,1069.69,15.5,No,1.27,2958.83
Madurai,1920.14,38.2,Yes,0.73,3167.37
Salem,1133.5,27.8,Yes,3.7,2640.59
Chennai,960.96,16.4,No,4.39,4662.27
Madurai,1564.91,20.5,No,4.04,2764.06
Salem,1717.93,28.4,No,3.05,2671.67
Salem,956.81,21.8,No,4.51,2210.9
Vellore,971.63,34.5,No,4.7,1997.76
Trichy,1577.92,12.6,No,3.23,2805.27
Vellore,1732.29,38.2,No,5.21,1979.79
Coimbatore,1435.6,17.1,Yes,2.77,4412.14
Trichy,1731.18,27.8,Yes,3.72,3098.7
Trichy,1157.76,20.6,No,2.54,3096.9
Madurai,1130.46,13.2,No,0.54,2893.37
Vellore,1968.19,34.6,No,5.4,1969.7
Vellore,862.22,28.6,Yes,3.01,2569.63
Chennai,1315.95,36.9,Yes,1.97,5005.95
Trichy,1056.17,36.7,No,5.16,2701.67
Trichy,1340.22,17.3,No,2.06,2841.91
Trichy,1379.29,23.9,Yes,2.26,3298.4
Trichy,974.21,29.5,No,2.55,2865.69
Trichy,839.99,21.7,Yes,4.9,3070.77
Trichy,1207.61,27.3,No,2.86,2833.96
Coimbatore,1521.68,31.3,Yes,5.44,4236.83
Vellore,1721.5,32.5,Yes,1.31,2440.84
Salem,1272.21,31.4,Yes,0.87,2910.45
Trichy,947.96,32.3,No,1.04,3111.95
Vellore,952.67,29.1,No,5.14,2103.74
Madurai,1754.26,35.6,Yes,3.53,2842.15
Salem,959.12,15.6,Yes,3.64,2762.87
Trichy,1035.66,19.0,Yes,5.81,2817.99
Madurai,1577.79,15.4,No,1.28,2694.63
Trichy,1352.73,29.8,No,3.12,2713.54
Chennai,985.37,23.0,Yes,2.73,4913.99
Salem,1021.89,32.5,No,4.08,2552.73
Chennai,1611.98,23.5,No,0.82,4832.05
Trichy,865.87,24.2,No,2.92,2723.01
Coimbatore,1987.66,16.2,Yes,2.82,4314.39
Coimbatore,1805.01,17.8,Yes,1.17,4727.37
Coimbatore,1065.34,38.1,No,4.01,3956.26
Salem,1203.84,19.7,Yes,4.21,2725.28
Chennai,1624.61,16.1,Yes,3.41,4986.23
Chennai,1836.83,19.8,No,3.22,4578.82
Coimbatore,971.36,13.1,No,3.94,3916.27
Coimbatore,1261.4,39.0,No,2.53,4414.45
Salem,1580.46,35.7,No,1.97,2477.21
Coimbatore,1977.61,27.6,Yes,4.55,4384.13
Vellore,1881.06,31.0,No,1.04,2534.2
Vellore,1719.86,14.6,Yes,2.83,2482.68
Vellore,1832.66,16.0,Yes,0.93,2473.41
Madurai,1214.93,16.7,No,1.48,3017.39
Madurai,897.29,17.4,Yes,2.05,2873.86
Chennai,1887.47,20.5,No,1.98,4759.61
Coimbatore,1402.85,12.2,Yes,5.26,4222.16
Salem,1573.2,14.5,No,3.94,2351.39
Vellore,864.62,27.2,No,4.07,2262.76
Madurai,1870.17,35.0,No,0.69,2780.24
Coimbatore,966.9,27.9,No,1.87,4233.63
Coimbatore,1888.22,32.2,No,3.07,4300.57
Salem,871.3,19.8,No,3.59,2300.96
Madurai,1452.4,32.0,Yes,5.98,2422.25
Chennai,1033.74,28.0,No,4.45,4506.64
Vellore,1860.56,26.2,No,4.06,2208.06
Salem,1290.83,21.7,No,3.17,2623.21
Chennai,1333.05,34.7,No,2.2,4948.56
Vellore,1115.98,18.0,No,1.89,2474.39
Vellore,1577.79,36.1,No,3.6,2095.87
Vellore,1239.17,24.3,Yes,3.27,2225.48
Coimbatore,1632.66,20.7,No,5.85,3836.35
Coimbatore,1308.93,28.8,No,1.53,4197.56
Vellore,1281.52,27.3,No,4.77,2024.08
Salem,1503.93,20.8,Yes,2.47,2657.95
Vellore,1290.02,17.5,No,1.81,2278.43
Salem,1448.76,21.4,No,4.36,2404.88
Trichy,1778.84,37.7,No,1.49,2929.15
Madurai,1918.92,16.1,No,4.01,2787.19
Madurai,1115.49,33.1,No,3.43,2811.2
Vellore,1999.19,39.9,Yes,5.05,2245.31
Chennai,1571.46,38.5,No,5.15,4379.1
Chennai,1296.13,26.1,Yes,1.77,4880.34
Vellore,974.44,32.5,No,3.57,2004.49
Coimbatore,1010.57,34.1,Yes,5.96,4083.08
Coimbatore,1086.91,27.4,No,3.09,4089.58
Vellore,1357.4,30.8,No,5.55,1833.25
Madurai,1213.1,13.9,No,1.96,2862.2
Chennai,1808.3,38.6,No,5.61,4248.46
Trichy,1034.91,39.2,Yes,4.77,2809.36
Vellore,1417.14,18.7,No,4.89,1919.31
Chennai,1726.11,32.2,No,5.78,4367.5
Coimbatore,1866.22,31.4,Yes,4.11,4369.71
Chennai,1292.75,29.0,Yes,2.89,4987.72
Chennai,1970.67,30.4,No,3.48,4692.51
Salem,1972.41,32.3,No,1.01,2645.22
Chennai,1205.81,12.7,Yes,1.82,5176.75
Chennai,850.43,18.9,No,2.85,4582.16
Chennai,1087.63,31.8,No,4.38,4465.52
Trichy,1685.05,33.4,No,1.14,3128.2
Chennai,1980.9,13.9,Yes,4.29,4587.6
Vellore,1781.83,23.4,No,5.58,1755.02
Trichy,1045.26,23.9,No,1.43,3035.5
Vellore,1487.01,28.1,Yes,4.35,2439.37
Vellore,1433.75,39.7,No,5.67,1929.17
Coimbatore,1901.5,40.0,Yes,2.76,4430.99
Coimbatore,1083.06,33.7,No,5.52,3920.3
Chennai,1646.57,12.7,Yes,4.44,4937.27
Trichy,1075.68,21.0,Yes,4.26,3045.39
Madurai,841.19,17.5,No,4.26,2630.47
Coimbatore,1994.3,39.1,No,1.69,4389.11
Madurai,1633.82,16.1,No,4.08,2667.42
Chennai,1271.55,37.5,Yes,1.16,5203.56
Madurai,1078.41,39.2,No,1.79,2940.16
Madurai,1500.56,27.3,Yes,2.68,2879.41
Coimbatore,851.22,17.1,No,5.0,4065.22
Vellore,1646.53,22.8,No,3.36,2194.76
Coimbatore,1086.96,34.0,No,5.59,3923.1
Vellore,1894.45,34.5,No,3.21,2112.22
Chennai,1779.59,35.3,Yes,1.12,4905.24
Madurai,1752.32,25.3,Yes,0.51,3136.42
Salem,1612.07,37.6,Yes,4.98,2451.82
Chennai,1993.73,26.8,No,5.45,4522.1
Chennai,1242.94,19.7,No,2.7,4827.86
Madurai,1764.21,18.5,Yes,5.26,2825.82
Vellore,1832.74,23.7,Yes,0.85,2738.92
Chennai,1677.82,28.1,No,1.0,4758.17
Salem,975.71,37.3,Yes,5.74,2362.35
Chennai,1656.22,12.7,Yes,2.75,4846.83
Madurai,1514.25,18.0,Yes,4.45,2657.56
Chennai,1740.32,28.1,Yes,5.83,4456.21
Madurai,1634.43,16.5,Yes,3.75,2652.22
Vellore,1376.97,19.5,Yes,4.88,2238.84
Vellore,1215.96,20.1,No,4.61,1922.18
Trichy,1620.41,19.2,Yes,0.9,3275.06
Chennai,1611.74,37.5,No,3.72,4777.17
Madurai,1517.82,23.0,Yes,5.94,2649.45
Chennai,1028.85,23.1,Yes,3.26,4701.24
Madurai,1165.34,28.6,Yes,1.56,2916.04
Trichy,1975.64,20.1,No,1.82,2924.77
Chennai,1907.46,38.2,Yes,5.19,4634.52
Madurai,1922.02,20.7,No,4.29,2677.77
Coimbatore,1159.12,27.0,No,1.43,4412.93
Trichy,1992.76,32.7,Yes,1.71,3314.02
Salem,1643.13,20.0,No,4.48,2386.67
Madurai,1278.38,17.9,Yes,0.57,3213.21
Madurai,893.44,17.2,No,1.1,2778.51
Madurai,1500.73,31.0,No,3.42,2700.79
Vellore,1876.09,19.0,Yes,1.77,2518.84
Coimbatore,1176.59,33.0,Yes,1.01,4427.05
Madurai,1788.87,37.3,Yes,4.84,2616.19
Vellore,1685.96,26.6,Yes,1.81,2418.75
Trichy,1760.95,17.9,No,3.43,2735.64
Trichy,1728.96,20.9,Yes,1.48,3266.39
Madurai,1483.44,26.6,Yes,1.72,2856.39
Vellore,1076.22,23.2,No,5.94,2008.91
Trichy,1361.21,23.1,Yes,4.77,3041.17
Trichy,1952.71,37.5,Yes,3.1,3254.26
Coimbatore,1845.65,23.3,Yes,3.68,4526.74
Vellore,1691.69,14.9,No,5.31,2101.13
Madurai,1640.76,31.3,No,1.23,2692.72
Madurai,1496.26,33.1,Yes,5.48,2542.17
Madurai,954.23,28.3,No,1.54,2656.55
Trichy,1775.13,32.4,No,5.32,2629.31
Coimbatore,1906.54,15.0,No,3.95,3952.85
Chennai,1737.33,25.5,Yes,4.96,4735.8
Chennai,1309.96,27.4,No,1.35,4769.65
Madurai,891.05,21.3,No,5.59,2248.3
Trichy,844.76,18.7,No,2.42,2803.64
Chennai,1032.54,14.3,Yes,2.21,5082.54
Vellore,1840.7,22.7,Yes,0.65,2521.93
Trichy,1648.3,20.2,No,5.3,2764.37
Trichy,1342.26,35.4,Yes,0.99,3387.72
Madurai,1943.29,22.8,No,3.91,2424.95
Chennai,1953.29,19.3,Yes,3.1,4869.17
Chennai,1089.45,19.5,Yes,2.1,5064.95
Coimbatore,1998.99,12.3,No,4.98,3932.35
Vellore,1934.42,25.4,No,3.68,1983.38
Trichy,830.52,39.1,Yes,4.86,2742.94
Coimbatore,1253.66,27.4,Yes,4.41,4453.66
Vellore,988.29,19.0,Yes,2.43,2610.11
Trichy,1571.27,27.7,No,2.69,2899.16
Vellore,1475.69,12.5,Yes,4.45,2409.45
Trichy,961.89,21.8,No,4.4,2950.07
Chennai,1539.72,32.4,Yes,3.45,4933.86
Coimbatore,1937.39,39.2,No,3.12,4052.99
Vellore,1453.79,18.0,Yes,5.71,2246.64
Chennai,1447.92,21.0,No,5.88,4534.77
Salem,875.36,26.9,Yes,2.89,2736.78
Salem,1861.21,20.9,Yes,0.89,2796.44
Salem,1878.31,35.2,No,5.38,2187.49
Vellore,1340.25,27.2,No,5.88,1792.0
Salem,1389.38,14.5,No,4.25,2438.88
Chennai,1316.14,19.0,No,1.32,4847.52
Madurai,1562.19,24.6,Yes,1.74,3116.81
Vellore,1345.32,27.2,No,3.25,2372.02
Salem,1463.87,13.8,Yes,0.67,2775.49
Vellore,1458.28,39.0,Yes,2.56,2435.89
Vellore,1965.72,28.7,No,2.42,2250.9
Chennai,1144.04,35.5,No,1.72,4936.47
Madurai,1139.2,37.7,Yes,0.87,3097.51
Vellore,1178.52,26.4,No,1.78,2275.1
Salem,1594.08,38.0,No,4.86,2125.22
Trichy,1180.12,39.7,Yes,0.76,3348.75
Coimbatore,1867.76,16.3,No,1.96,4153.87
Vellore,912.87,29.3,Yes,0.64,2773.4
Vellore,974.12,22.6,No,5.27,1784.25
Trichy,1283.34,37.4,Yes,0.9,3272.63
Chennai,889.72,36.5,Yes,4.19,4817.43
Chennai,1027.85,15.2,No,2.62,4745.58
Madurai,801.83,31.0,Yes,5.36,2612.28
Coimbatore,1651.51,16.6,No,4.2,3882.74
Chennai,1855.37,25.6,No,0.59,5099.35
Coimbatore,1847.66,35.2,No,1.28,4318.71
Madurai,1627.81,15.3,Yes,4.29,2881.46
Chennai,1629.43,26.9,Yes,0.96,5030.02
Vellore,1603.3,15.4,Yes,5.36,2000.2
Madurai,803.83,13.7,Yes,2.26,3045.46
Madurai,1740.48,33.0,Yes,1.14,2887.03
Trichy,1756.03,33.3,Yes,1.42,3153.63
Trichy,1201.93,19.3,Yes,1.72,3406.99
Chennai,1628.46,21.0,Yes,5.36,4478.5
Madurai,1321.75,20.6,No,5.62,2601.41
Chennai,1920.87,17.6,No,1.79,4992.44
Madurai,1230.46,16.0,Yes,3.73,2712.58
Trichy,1940.17,15.3,No,1.2,3052.27
Salem,1539.43,34.2,Yes,5.07,2308.53
Vellore,917.42,14.6,Yes,1.51,2662.12
Madurai,1344.18,26.1,Yes,5.7,2604.47
Madurai,1652.66,19.7,Yes,2.49,3093.09
Salem,1748.46,28.7,No,1.02,2547.89
Coimbatore,1691.09,14.8,Yes,2.97,4596.52
Madurai,1291.95,12.2,No,1.29,2762.15
Trichy,1010.23,20.9,Yes,4.08,2863.63
Salem,1219.66,38.5,Yes,3.04,2814.56
Madurai,1122.57,28.6,No,4.25,2421.53
Chennai,958.54,38.2,No,1.23,4940.23
Salem,935.98,31.5,No,3.64,2456.23
Salem,1586.15,22.2,Yes,3.27,2495.87
Salem,1117.01,26.2,No,4.97,2372.57
Trichy,1994.47,39.1,Yes,4.25,2817.98
Vellore,1576.49,35.3,No,0.87,2496.44
Trichy,1295.19,34.8,Yes,0.81,3401.07
Chennai,1533.21,32.4,Yes,1.82,5192.3
Coimbatore,1730.9,26.8,No,5.83,4012.22
Trichy,1030.46,23.6,Yes,0.52,3274.94
Salem,1046.25,27.4,No,3.33,2379.22
Salem,1669.13,19.7,Yes,4.88,2341.97
Chennai,967.82,30.6,Yes,4.13,4972.0
Trichy,866.18,21.1,No,3.21,2899.77
Vellore,1892.97,19.8,Yes,4.6,2099.07
Coimbatore,1628.43,18.5,No,4.24,4141.41
Salem,815.06,17.5,No,1.36,2763.09
Trichy,1993.9,22.6,Yes,1.52,3127.61
Trichy,1085.66,13.7,Yes,2.79,3222.98
Salem,1122.84,32.0,Yes,2.57,2672.76
Madurai,1097.38,23.5,Yes,2.11,2833.93
Chennai,1500.98,22.6,No,4.71,4518.78
Trichy,1057.76,12.1,Yes,3.17,3082.44
Vellore,1832.36,13.7,Yes,3.66,2155.17
Vellore,1683.4,20.4,No,4.48,1942.41
Salem,1366.65,21.8,Yes,4.92,2655.44
Madurai,1106.69,19.9,Yes,3.31,2678.51
Coimbatore,1141.12,19.1,No,2.39,4174.24
Madurai,1591.68,37.8,Yes,0.7,2949.7
Chennai,1684.09,38.4,No,5.95,4367.38
Chennai,827.47,38.7,Yes,3.77,4996.26
Salem,1644.47,19.7,Yes,3.76,2629.4
Salem,1572.74,15.6,Yes,5.82,2279.99
Madurai,1104.63,37.5,No,3.06,2750.74
Chennai,1758.92,16.2,No,5.2,4510.78
Salem,1234.03,25.8,Yes,5.96,2306.26
Salem,1018.72,39.8,Yes,4.3,2613.54
Vellore,1778.38,37.6,No,1.23,2501.18
Madurai,1822.47,34.4,Yes,3.98,2812.25
Trichy,1494.18,39.1,Yes,2.26,3316.2
Trichy,847.66,23.0,No,4.13,2792.0
Salem,1507.14,28.9,Yes,1.04,2725.16
Trichy,1491.67,31.1,No,4.31,2665.79
Chennai,1140.48,27.9,Yes,5.87,4547.57
Chennai,1839.11,18.5,No,2.03,4990.93
Trichy,1837.95,36.6,No,1.99,2922.91
Salem,1866.92,15.9,No,2.48,2429.43
Coimbatore,964.73,16.0,No,0.79,4298.53
Coimbatore,1277.33,25.3,Yes,0.84,4735.99
Chennai,1080.64,34.3,Yes,5.08,4618.42
Vellore,1903.58,21.5,Yes,2.27,2382.87
Salem,1179.26,33.9,No,2.47,2477.16
Vellore,1367.32,14.1,Yes,1.77,2401.94
Trichy,1022.23,38.3,Yes,4.61,3026.54
Madurai,1109.95,13.8,No,5.73,2502.74
Vellore,1350.46,13.7,No,5.97,1760.68
Madurai,1562.54,35.0,Yes,5.24,2823.09
Vellore,1905.8,25.1,No,5.21,2145.08
Vellore,856.58,17.1,Yes,2.82,2221.88
Coimbatore,967.01,35.6,Yes,4.55,4252.17
Chennai,1496.11,19.2,No,5.35,4526.28
Madurai,1873.96,13.8,No,1.99,2661.5
Madurai,1079.84,28.8,No,3.42,2658.9
Chennai,1590.88,22.7,Yes,2.0,4988.1
Chennai,1577.52,31.5,No,2.22,4816.6
Salem,1057.03,36.2,No,0.89,2809.68
Vellore,894.42,31.5,No,0.79,2371.68
Trichy,864.99,34.4,Yes,0.85,3195.33
Chennai,1477.23,29.7,No,1.26,4691.16
Chennai,818.31,26.9,Yes,3.15,5078.14
Chennai,1196.93,15.5,No,4.36,4507.52
Chennai,1787.28,12.4,No,0.83,4727.29
Coimbatore,1233.57,30.3,No,4.62,3902.48
Chennai,866.98,26.7,Yes,2.54,4909.33
Salem,1777.3,39.4,No,5.78,2175.89
Vellore,1315.57,23.4,Yes,2.28,2485.95
Salem,987.02,25.2,No,3.09,2291.91
Madurai,836.4,32.5,No,2.07,2851.76
Salem,1353.12,21.2,No,1.53,2794.97
Coimbatore,1021.72,15.9,Yes,2.49,4535.4
Chennai,898.09,12.9,Yes,4.74,4723.6
Chennai,1377.75,28.5,Yes,2.18,5028.31
Chennai,1692.91,36.3,Yes,3.95,4852.33
Madurai,1906.37,21.3,No,2.57,2600.87
Chennai,1063.7,13.5,No,1.91,4660.96
Madurai,1613.29,29.3,Yes,4.09,2958.17
Chennai,1262.43,12.1,Yes,4.45,4631.6
Vellore,1104.98,14.6,Yes,1.17,2515.85
Coimbatore,1127.56,37.9,No,5.84,3775.26
Vellore,1599.6,17.2,Yes,4.37,2226.52
Vellore,869.51,28.2,No,2.84,2021.01
Salem,843.02,31.3,Yes,3.93,2470.33
Salem,978.29,35.7,Yes,3.31,2862.33
Chennai,1191.16,31.7,No,4.76,4439.33
Trichy,923.8,26.3,Yes,5.45,2981.64
Chennai,1154.98,38.3,Yes,3.7,4788.74
Chennai,1608.05,19.9,Yes,4.89,4785.51
Madurai,1196.24,36.3,Yes,5.62,2441.74
Salem,1865.44,33.1,Yes,5.17,2609.96
Chennai,1393.29,23.8,Yes,3.13,4733.48
Salem,1209.56,32.6,Yes,1.57,2704.92
Trichy,1881.04,13.9,No,3.35,2752.03
Salem,1078.98,38.6,Yes,1.6,2845.78
Coimbatore,1406.93,21.2,No,2.31,4253.25
Trichy,1670.77,22.8,No,4.32,2962.6
Salem,907.42,17.9,Yes,4.07,2523.7
Chennai,1653.32,28.2,No,4.36,4562.1
Coimbatore,962.78,26.5,Yes,1.35,4380.81
Coimbatore,1943.21,20.3,No,2.41,4230.02
Vellore,1333.18,36.8,Yes,3.78,2395.5
Vellore,1744.93,20.6,No,3.13,1992.02
Chennai,1023.19,13.8,No,0.66,5100.82
Madurai,934.49,26.5,Yes,5.07,2522.68
Vellore,1899.73,23.4,Yes,4.09,2364.08
Madurai,1698.24,31.2,Yes,0.52,3220.77
Vellore,1003.36,16.7,No,5.21,1848.57
Vellore,1917.15,12.4,No,3.07,2171.54
Salem,1099.05,27.8,Yes,1.74,2853.3
Madurai,1098.57,31.7,No,4.9,2357.97
Madurai,1103.81,26.8,Yes,4.52,2844.56
